"costuma_comer_quando_esta_assistindo_tv_ou_estudando",99,"Costuma comer quando está assistindo TV ou estudando"
"costuma_fazer_refeicoes_com_a_mae_ou_com_o_responsavel",98,"Costuma fazer refeições com a mãe ou com o responsável"
"credor",12546,"Credor"
"criterios_de_adequacao",12935,"Critérios de adequação"
"criterios_de_progressao_promocao_ascensao_utilizados_no_plano",1495,"Critérios de progressão/promoção/ascensão utilizados no plano"
"curso_frequentado",872,"Curso frequentado"
"curso_mais_elevado_que_frequentou",11302,"Curso mais elevado que frequentou"
"curso_que_frequentavam",11322,"Curso que frequentavam"
"danos_causados_ao_meio_ambiente_e_ou_ao_homem",12930,"Danos causados ao meio ambiente e/ou ao homem"
"declaracao_e_numero_de_doencas_cronicas_declaradas",12260,"Declaração e número de doenças crônicas declaradas"
"definicao_do_gasto_com_com_saude",1871,"Definição do gasto com com saúde"
"densidade_de_moradores_por_comodo",143,"Densidade de moradores por cômodo"
"densidade_de_moradores_por_dormitorio",132,"Densidade de moradores por dormitório"
"dependencia_administrativa_da_escola",556,"Dependência administrativa da escola"
"dependencia_administrativa_do_estabelecimento",2377,"Dependência administrativa do estabelecimento"
"depositos_intermediarios_dos_institutos_da_comissao_nacional_de_energia_nuclear",12938,"Depósitos intermediários dos Institutos da Comissão Nacional de Energia Nuclear"
"desejabilidade_de_ter_o_filho_a_da_gravidez_mais_recente",1292,"Desejabilidade de ter o filho(a) da gravidez mais recente"
"desenvolvimento_de_programa_ou_acao_para_implantacao_e_reforma_de_equipamentos_culturais_nos_ultimos_12_meses",1542,"Desenvolvimento de programa ou ação para implantação e reforma de equipamentos culturais nos últimos 12 meses"
"deslocamento_para_trabalho_ou_estudo",12063,"Deslocamento para trabalho ou estudo"
"destinacao_do_material_coletado",12217,"Destinação do material coletado"
"destinacao_dos_residuos_solidos_industriais_perigosos_e_ou_nao_inertes",12202,"Destinação dos resíduos sólidos industriais perigosos e/ou não-inertes"
"destino_da_producao_consumida_ou_estocada",12763,"Destino da produção consumida ou estocada"
"destino_da_producao_vendida_ou_entregue_a_terceiros",12764,"Destino da produção vendida ou entregue a terceiros"
"destino_das_embalagens",12592,"Destino das embalagens"
"destino_do_esgoto_extravasado",997,"Destino do esgoto extravasado"
"destino_do_esgoto_ou_efluente_enviado",976,"Destino do esgoto ou efluente enviado"
"destino_do_leite_pasteurizado",51,"Destino do leite pasteurizado"
"destino_do_leite_resfriado_ou_nao",50,"Destino do leite resfriado ou não"
"destino_do_lixo",67,"Destino do lixo"
"destino_do_lodo_gerado",11978,"Destino do lodo gerado"
"destino_do_lodo_gerado_nas_etes",967,"Destino do lodo gerado nas ETEs"
"destino_dos_residuos_solidos_removidos_no_tratamento_preliminar_de_esgoto",963,"Destino dos resíduos sólidos removidos no tratamento preliminar de esgoto"
"diagnostico_de_asma",1108,"Diagnóstico de asma"
"diagnostico_de_depressao",1117,"Diagnóstico de depressão"
"diagnostico_de_diabetes",1103,"Diagnóstico de diabetes"
"diagnostico_de_doenca_cronica_no_pulmao",1118,"Diagnóstico de doença crônica no pulmão"
"diagnostico_de_doenca_do_coracao",1105,"Diagnóstico de doença do coração"
"diagnostico_de_hipertensao_arterial",1102,"Diagnóstico de hipertensão arterial"
"direcao_do_estabelecimento",12556,"Direção do estabelecimento"
"direcao_dos_trabalhos_do_estabelecimento_agropecuario",346,"Direção dos trabalhos do estabelecimento agropecuário"
"disponibilidade_da_rede_geral_de_distribuicao_de_agua",826,"Disponibilidade da rede geral de distribuição de água"
"disponibilidade_de_servico_de_atendimento_de_emergencia_risco_de_vida_24_horas",1619,"Disponibilidade de serviço de atendimento de emergência (Risco de Vida 24 Horas)"
"disposicao_final",1425,"Disposição final"
"distribuicao_dos_recursos_da_lei_aldir_blanc",1550,"Distribuição dos recursos da Lei Aldir Blanc"
"distribuicao_dos_recursos_da_lei_para_grupos_atividades_culturais",1561,"Distribuição dos recursos da lei para grupos/atividades culturais"
"diversificacao_de_produtos",364,"Diversificação de produtos"
"divisao_de_comercio",11065,"Divisão de comércio"
"divisao_de_comercio_e_grupo_de_atividade",11066,"Divisão de comércio e grupo de atividade"
"divisao_de_comercio_grupo_e_classe_de_atividade",11070,"Divisão de comércio, grupo e classe de atividade"
"divulgacao_da_lei_aldir_blanc_ao_publico_alvo_e_suas_formas",1553,"Divulgação da Lei Aldir Blanc ao público alvo e suas formas"
"doses_de_vacinas",2344,"Doses de vacinas"
"duracao_da_gestacao_em_semanas",261,"Duração da gestação em semanas"
"duracao_do_ensino_fundamental_e_serie_que_frequentavam",12761,"Duração do ensino fundamental e série que frequentavam"
"duracao_do_maior_periodo_de_interrupcao",964,"Duração do maior período de interrupção"
"duracao_do_maior_periodo_de_racionamento",970,"Duração do maior período de racionamento"
"ecossistema_relacionado_a_agua",1499,"Ecossistema relacionado à água"
"elaboracao_de_calendario_de_eventos_esportivos",1574,"Elaboração de calendário de eventos esportivos"
"encaminhamento_de_pacientes_referenciados_pela_atencao_basica",1616,"Encaminhamento de pacientes referenciados pela Atenção Básica"
"equideos",20,"Equídeos"
"equipamento_utilizado_para_acessar_a_internet",680,"Equipamento utilizado para acessar a Internet"
"equipamentos_culturais",1546,"Equipamentos culturais"
"escolaridade_da_mae",30,"Escolaridade da mãe"
"escolaridade_do_conjuge_do_produtor",801,"Escolaridade do cônjuge do produtor"
"escolaridade_do_produtor",800,"Escolaridade do produtor"
"esfera_administrativa",2555,"Esfera administrativa"
"esfera_administrativa_das_entidades_prestadoras_de_servico",11983,"Esfera administrativa das entidades prestadoras de serviço"
"esgotamento_sanitario",7173,"Esgotamento sanitário"
"espacamento_predominante_entre_as_construcoes",590,"Espaçamento predominante entre as construções"
"especie",3,"Espécie"
"especie_animal_da_pecuaria",12778,"Espécie animal da pecuária"
"especie_criada_na_aquicultura",12739,"Espécie criada na aquicultura"
"especie_da_pecuaria",12443,"Espécie da pecuária"
"especie_de_familia",139,"Espécie de família"
"especie_de_rebanho_da_pecuaria",224,"Espécie de rebanho da pecuária"
"especie_de_unidade_domestica",460,"Espécie de unidade doméstica"
"especie_do_domicilio",8772,"Espécie do domicílio"
"especie_florestal",734,"Espécie florestal"
"especies_da_fauna_brasileira_incluidas_na_cites",12927,"Espécies da fauna brasileira incluídas na CITES"
"especies_da_flora_brasileira_incluidas_na_cites",12928,"Espécies da flora brasileira incluídas na CITES"
"especies_da_silvicultura",231,"Espécies da silvicultura"
"especies_de_outras_aves",12658,"Espécies de outras aves"
"estado_civil",9832,"Estado civil"
"estado_civil_da_mulher",248,"Estado civil da mulher"
"estado_civil_do_homem",247,"Estado civil do homem"
"estado_civil_do_primeiro_conjuge",664,"Estado civil do primeiro cônjuge"
"estado_civil_do_segundo_conjuge",665,"Estado civil do segundo cônjuge"
"estado_conjugal",464,"Estado conjugal"
"estado_nutricional_definido_pelo_indice_de_massa_corporal_imc",575,"Estado nutricional definido pelo índice de massa corporal (IMC)"
"etapa_de_ensino",813,"Etapa de ensino"
"etapa_de_implantacao_da_agenda_21_local",482,"Etapa de implantação da Agenda 21 Local"
"etapas_do_tratamento_de_agua",953,"Etapas do tratamento de água"
"evitacao_de_atividade_ou_situacao_por_motivo_de_seguranca",1403,"Evitação de atividade ou situação por motivo de segurança"
"execucao_de_acoes_projetos_e_programas_na_area_de_esporte_nos_ultimos_24_meses",1569,"Execução de ações, projetos e programas na área de esporte nos últimos 24 meses"
"execucao_de_acoes_projetos_e_programas_permanentes_de_inclusao_social_atraves_do_esporte_nos_ultimos_24_meses",1570,"Execução de ações, projetos e programas permanentes de inclusão social através do esporte nos últimos 24 meses"
"existencia_de_abatedouro_municipal",1152,"Existência de abatedouro municipal"
"existencia_de_adaptacao_da_frota_de_onibus_para_pessoas_com_deficiencia_ou_mobilidade_reduzida_e_tipo_de_adaptacao",1090,"Existência de adaptação da frota de ônibus para pessoas com deficiência ou mobilidade reduzida e tipo de adaptação"
"existencia_de_agua_canalizada_e_forma_de_abastecimento",471,"Existência de água canalizada e forma de abastecimento"
"existencia_de_algum_documento_que_comprove_a_propriedade_do_domicilio",886,"Existência de algum documento que comprove a propriedade do domicílio"
"existencia_de_algum_estabelecimento_de_saude_de_gestao_municipal_administrado_por_terceiros",1587,"Existência de algum estabelecimento de saúde de gestão municipal administrado por terceiros"
"existencia_de_algum_programa_ou_acao_de_apoio_a_atividade_de_extracao_vegetal",1154,"Existência de algum programa ou ação de apoio a atividade de extração vegetal"
"existencia_de_algum_programa_que_conceda_o_beneficio_do_aluguel_social",1076,"Existência de algum programa que conceda o benefício do aluguel social"
"existencia_de_alguma_medida_de_isolamento_social_em_virtude_da_pandemia_da_covid_19_e_de_sistema_de_monitoramento",1246,"Existência de alguma medida de isolamento social em virtude da pandemia da COVID-19 e de sistema de monitoramento"
"existencia_de_alguma_politica_norma_ou_regra_escrita_de_proibicao_de_bullying_na_escola",783,"Existência de alguma política, norma ou regra escrita de proibição de bullying na escola"
"existencia_de_apoio_a_atividades_culturais_nos_ultimos_12_meses",1540,"Existência de apoio a atividades culturais nos últimos 12 meses"
"existencia_de_area_no_municipio_para_a_disposicao_final_dos_residuos",12206,"Existência de área no município para a disposição final dos resíduos"
"existencia_de_assoreamento_da_rede_de_drenagem",12132,"Existência de assoreamento da rede de drenagem"
"existencia_de_atividades_de_protecao_de_defesa_civil_promovidas_pelo_municipio",1244,"Existência de atividades de proteção de defesa civil promovidas pelo município"
"existencia_de_banheiro_ou_sanitario_e_esgotamento_sanitario",299,"Existência de banheiro ou sanitário e esgotamento sanitário"
"existencia_de_banheiro_ou_sanitario_e_numero_de_banheiros_de_uso_exclusivo_do_domicilio",458,"Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio"
"existencia_de_banheiro_ou_sanitario_e_tipo_de_esgotamento_sanitario",11861,"Existência de banheiro ou sanitário e tipo de esgotamento sanitário"
"existencia_de_barreiras_sanitarias_nas_entradas_dos_municipios_durante_o_periodo_da_pandemia_da_covid_19",1248,"Existência de barreiras sanitárias nas entradas dos municípios durante o período da pandemia da COVID-19"
"existencia_de_cadastro_ou_levantamento_de_familias_interessadas_em_programas_habitacionais",1073,"Existência de cadastro ou levantamento de famílias interessadas em programas habitacionais"
"existencia_de_calcamento_pavimentacao_da_rua_no_entorno",12235,"Existência de calçamento/pavimentação da rua no entorno"
"existencia_de_canalizacao_de_agua",1817,"Existência de canalização de água"
"existencia_de_capacitacao_para_membros_do_conselho",1070,"Existência de capacitação para membros do conselho"
"existencia_de_capacitacao_promovida_pelo_governo_federal_na_area_de_meio_ambiente_nos_ultimos_4_anos_e_area_tematica",1159,"Existência de capacitação promovida pelo governo federal na área de meio ambiente nos últimos 4 anos e área temática"
"existencia_de_caracteristicas_do_entorno",467,"Existência de características do entorno"
"existencia_de_casa_da_gestante",1645,"Existência de Casa da Gestante"
"existencia_de_catadores_na_zona_urbana",12977,"Existência de catadores na zona urbana"
"existencia_de_catadores_nas_unidades_de_destinacao_final_do_lixo",12210,"Existência de catadores nas unidades de destinação final do lixo"
"existencia_de_catadores_nas_unidades_de_disposicao_de_residuos_no_solo",12961,"Existência de catadores nas unidades de disposição de resíduos no solo"
"existencia_de_centro_de_parto_normal",1643,"Existência de Centro de Parto Normal"
"existencia_de_ciclovias_e_bicicletarios",1094,"Existência de ciclovias e bicicletários"
"existencia_de_cnpj",12554,"Existência de CNPJ"
"existencia_de_coleta_domiciliar_regular_de_residuos_solidos_em_area_de_dificil_acesso",357,"Existência de coleta domiciliar regular de resíduos sólidos em área de difícil acesso"
"existencia_de_coleta_seletiva",256,"Existência de coleta seletiva"
"existencia_de_compartilhamento_da_responsabilidade_pelo_domicilio_com_a_pessoa_responsavel",317,"Existência de compartilhamento da responsabilidade pelo domicílio com a pessoa responsável"
"existencia_de_computador_e_acesso_a_internet_no_domicilio",1679,"Existência de computador e acesso à Internet no domicílio"
"existencia_de_conexao_a_internet_por_banda_larga_no_domicilio",692,"Existência de conexão à Internet por banda larga no domicílio"
"existencia_de_conjuge_e_da_pessoa_responsavel_e_conjuge_com_e_sem_rendimento",12256,"Existência de cônjuge e da pessoa responsável e cônjuge com e sem rendimento"
"existencia_de_conselho_municipal",1328,"Existência de Conselho Municipal"
"existencia_de_conselho_municipal_na_area_de_educacao",1504,"Existência de Conselho Municipal na área de educação"
"existencia_de_conselho_municipal_nas_areas_de_cultura_esporte_e_saude",1511,"Existência de Conselho Municipal nas áreas de cultura, esporte e saúde"
"existencia_de_convenio_com_instituicoes_que_prestam_apoio_as_atividades_agropecuarias",1143,"Existência de convênio com instituições que prestam apoio às atividades agropecuárias"
"existencia_de_creche_de_responsabilidade_do_poder_publico_municipal",1525,"Existência de creche de responsabilidade do poder público municipal"
"existencia_de_criterios_sociais_de_priorizacao_na_distribuicao_dos_recursos_da_lei",1558,"Existência de critérios sociais de priorização na distribuição dos recursos da lei"
"existencia_de_deficiencia",839,"Existência de deficiência"
"existencia_de_dependencia",1663,"Existência de dependência"
"existencia_de_dificuldades_para_distribuir_os_recursos_da_lei_aldir_blanc_ou_razoes_para_nao_distribuicao",1562,"Existência de dificuldades para distribuir os recursos da Lei Aldir Blanc ou razões para não distribuição"
"existencia_de_dirigentes_de_cor_ou_raca_indigena_produtor_ou_conjuge_versus_agricultura_familiar",1503,"Existência de dirigentes de cor ou raça indígena (produtor ou cônjuge) versus agricultura familiar"
"existencia_de_dirigentes_de_cor_ou_raca_preta_ou_parda_produtor_ou_conjuge_versus_agricultura_familiar",1502,"Existência de dirigentes de cor ou raça preta ou parda (produtor ou cônjuge) versus agricultura familiar"
"existencia_de_dispositivo_inteligente_no_domicilio",1704,"Existência de dispositivo inteligente no domicílio"
"existencia_de_dispositivo_ou_funcionario_para_seguranca",1371,"Existência de dispositivo ou funcionário para segurança"
"existencia_de_edificacoes_atingidas_no_ano_do_desastre_natural_de_maior_impacto_para_o_municipio",1211,"Existência de edificações atingidas no ano do desastre natural de maior impacto para o município"
"existencia_de_empregado_domestico_5_dias_ou_mais_por_semana_na_casa",44,"Existência de empregado doméstico 5 dias ou mais por semana na casa"
"existencia_de_energia_eletrica",309,"Existência de energia elétrica"
"existencia_de_entidades_de_associativismo_ou_representacao_de_produtores_agropecuarios_com_registro_oficial",1145,"Existência de entidades de associativismo ou representação de produtores agropecuários com registro oficial"
"existencia_de_entidades_de_associativismo_ou_representacao_de_produtores_agropecuarios_em_atuacao",1146,"Existência de entidades de associativismo ou representação de produtores agropecuários em atuação"
"existencia_de_equipe_atendendo_a_grupos_especificos",1594,"Existencia de equipe atendendo a grupos específicos"
"existencia_de_estabelecimento_de_saude_de_responsabilidade_da_gestao_municipal",1586,"Existência de estabelecimento de saúde de responsabilidade da gestão municipal"
"existencia_de_estabelecimentos_de_saude_publicos_ou_conveniados_ao_sus_que_realizaran_parto_hospitalar",1630,"Existência de estabelecimentos de saúde públicos ou conveniados ao SUS que realizaran parto hospitalar"
"existencia_de_estrutura_organizacional_nas_areas_de_educacao_cultura_esporte_e_saude",1484,"Existência de estrutura organizacional nas áreas de educação, cultura, esporte e saúde"
"existencia_de_estrutura_organizacional_nas_areas_de_habitacao_transporte_agropecuaria_e_meio_ambiente",1324,"Existência de estrutura organizacional nas áreas de habitação, transporte, agropecuária e meio ambiente"
"existencia_de_favelas_mocambos_palafitas_ou_assemelhados_com_corticos_casas_de_comodos_ou_cabecas_de_porco_com_loteamentos_irregulares_e_ou_clandestinos_com_ocupacoes_de_terrenos_ou_predios_por_movimentos_de_moradia",1074,"Existência de favelas, mocambos, palafitas ou assemelhados, com cortiços, casas de cômodos ou cabeças de porco, com loteamentos irregulares e/ou clandestinos, com ocupações de terrenos ou prédios por movimentos de moradia"
"existencia_de_fluor_na_agua_distribuida",11989,"Existência de flúor na água distribuída"
"existencia_de_fundo_municipal",1331,"Existência de Fundo Municipal"
"existencia_de_fundo_municipal_de_cultura_e_saude",1536,"Existência de Fundo Municipal de cultura e saúde"
"existencia_de_furto_ou_roubo_do_domicilio",1386,"Existência de furto ou roubo do domicílio"
"existencia_de_hospitais_de_ensino_e_pesquisa_credenciados_pelos_ministerios_da_saude_e_da_educacao_para_atendimento_a_saude_participando_da_formacao_de_estudante_de_graduacao_e_pos_graduacao",1626,"Existência de hospitais de ensino e pesquisa credenciados pelos Ministérios da Saúde e da Educação para atendimento à saúde, participando da formação de estudante de graduação e pós-graduação"
"existencia_de_hospital_de_campanha_durante_a_pandemia_de_covid_19",1257,"Existência de hospital de campanha durante a pandemia de COVID-19"
"existencia_de_identificacao_no_entorno",12234,"Existência de identificação no entorno"
"existencia_de_iluminacao_publica_no_entorno",12233,"Existência de iluminação pública no entorno"
"existencia_de_incivilidade_nos_arredores_do_domicilio",1391,"Existência de incivilidade nos arredores do domicílio"
"existencia_de_influencia",1665,"Existência de influência"
"existencia_de_infraestrutura_de_comercializacao_e_exposicao_de_produtos_agropecuarios",1147,"Existência de infraestrutura de comercialização e exposição de produtos agropecuários"
"existencia_de_infraestrutura_para_o_funcionamento_do_conselho",1276,"Existência de infraestrutura para o funcionamento do conselho"
"existencia_de_instalacoes_esportivas_municipais",1572,"Existência de instalações esportivas municipais"
"existencia_de_instancia_especifica_para_conduzir_coordenar_e_monitorar_as_acoes_de_saude_voltadas_para_a_populacao_negra",1585,"Existência de instância específica para conduzir, coordenar e monitorar as ações de saúde voltadas para a população negra"
"existencia_de_instituicao_de_responsabilidade_da_saude_publica_ou_conveniada_ao_sus_que_faca_atendimento_especifico_ao_usuario_de_drogas_ilicitas",1628,"Existência de instituição de responsabilidade da saúde, pública ou conveniada ao SUS, que faça atendimento específico ao usuário de drogas ilícitas"
"existencia_de_instrumento_de_planejamento_de_gestao_de_riscos_e_desastres_no_municipio",1235,"Existência de instrumento de planejamento de gestão de riscos e desastres no município"
"existencia_de_instuicoes_de_apoio_a_gestao_de_riscos_e_de_desastres",1239,"Existência de instuições de apoio a gestão de riscos e de desastres"
"existencia_de_intervencao_para_evitar_ou_minimizar_os_danos_causados_por_escorregamentos_ou_deslizamentos_de_encostas",1234,"Existência de intervenção para evitar ou minimizar os danos causados por escorregamentos ou deslizamentos de encostas"
"existencia_de_intervencoes_implementadas_para_evitar_ou_minimizar_os_danos_causados_por_enxurradas_ou_inundacoes_bruscas",1229,"Existência de intervenções implementadas para evitar ou minimizar os danos causados por enxurradas ou inundações bruscas"
"existencia_de_intervencoes_para_evitar_ou_minimizar_os_danos_causados_por_enchentes_ou_inundacoes_graduais",1215,"Existência de intervenções para evitar ou minimizar os danos causados por enchentes ou inundações graduais"
"existencia_de_isencao_formal_da_tarifa_do_onibus_intramunicipal",1088,"Existência de isenção formal da tarifa do ônibus intramunicipal"
"existencia_de_legislacao",1672,"Existência de legislação"
"existencia_de_legislacao_municipal_de_protecao_ao_patrimonio_cultural_e_previsao_de_tombamento",1535,"Existência de legislação municipal de proteção ao patrimônio cultural e previsão de tombamento"
"existencia_de_legislacao_municipal_que_exige_a_aprovacao_de_sistema_de_abastecimento_de_agua_para_loteamentos_novos",12968,"Existência de legislação municipal que exige a aprovação de sistema de abastecimento de água para loteamentos novos"
"existencia_de_legislacao_municipal_que_exige_a_aprovacao_de_sistema_de_manejo_de_aguas_pluviais_para_loteamentos_novos",12972,"Existência de legislação municipal que exige a aprovação de sistema de manejo de águas pluviais para loteamentos novos"
"existencia_de_legislacao_municipal_que_exige_aprovacao_e_implantacao_de_sistema_de_esgotamento_sanitario_para_loteamentos_novos",12970,"Existência de legislação municipal que exige aprovação e implantação de sistema de esgotamento sanitário para loteamentos novos"
"existencia_de_legislacao_municipal_que_exige_aprovacao_e_implantacao_de_sistema_drenagem_pluvial_para_loteamentos_novos_e_ou_populares",12125,"Existência de legislação municipal que exige aprovação e implantação de sistema drenagem pluvial para loteamentos novos e/ou populares"
"existencia_de_legislacao_municipal_que_preve_mecanismo_de_controle_das_aguas_pluviais_efluentes_de_novos_loteamentos",12973,"Existência de legislação municipal que prevê mecanismo de controle das águas pluviais efluentes de novos loteamentos"
"existencia_de_legislacao_municipal_que_preve_mecanismo_de_preservacao_das_areas_de_recarga_de_aguas_subterranes",12974,"Existência de legislação municipal que prevê mecanismo de preservação das áreas de recarga de águas subterrânes"
"existencia_de_legislacao_municipal_sobre_protecao_de_mananciais",12967,"Existência de legislação municipal sobre proteção de mananciais"
"existencia_de_legislacao_ou_instrumento_de_gestao_ambiental_e_tipo_de_legislacao",1169,"Existência de legislação ou instrumento de gestão ambiental e tipo de legislação"
"existencia_de_lei_municipal_que_estabelece_a_criacao_de_conselhos_escolares",1518,"Existência de lei municipal que estabelece a criação de conselhos escolares"
"existencia_de_leitos_bercos_de_cuidados_intermediarios_em_estabelecimento_publico_ou_conveniado_com_o_sus",1625,"Existência de leitos/berços de cuidados intermediários em estabelecimento público ou conveniado com o SUS"
"existencia_de_leitos_bercos_de_unidade_de_terapia_intensiva_neonatal_em_estabelecimento_publico_ou_conveniado_com_o_sus",1624,"Existência de leitos/berços de unidade de terapia intensiva neonatal em estabelecimento público ou conveniado com o SUS"
"existencia_de_ligacao_a_rede_geral_de_distribuicao_de_agua_e_principal_forma_de_abastecimento_de_agua",1821,"Existência de ligação à rede geral de distribuição de água e principal forma de abastecimento de água"
"existencia_de_limpeza_periodica_dos_bueiros_da_cidade_especialmente_antes_do_periodo_de_chuvas",1237,"Existência de limpeza periódica dos bueiros da cidade, especialmente, antes do período de chuvas"
"existencia_de_local_publico_ou_privado_com_condicoes_de_realizar_testes_pcr_ou_sorologicos_em_pacientes_suspeitos_de_covid_19",1667,"Existência de local (público ou privado) com condições de realizar testes PCR ou sorológicos em pacientes suspeitos de COVID-19"
"existencia_de_mecanismos_de_consulta_publica_da_demanda_das_familias_por_creches",1524,"Existência de mecanismos de consulta pública da demanda das famílias por creches"
"existencia_de_medida_para_regulamentar_sancoes_multas_realizacao_compulsoria_de_exames_etc_em_caso_de_desrespeito_as_normas_de_isolamento_social",1249,"Existência de medida para regulamentar sanções (multas, realização compulsória de exames etc.) em caso de desrespeito as normas de isolamento social"
"existencia_de_medidas_adotadas_em_relacao_a_gestao_de_riscos_de_desastres_decorrentes_de_enchentes_ou_inundacoes_graduais_ou_enxurradas_ou_inundacoes_bruscas",1236,"Existência de medidas adotadas em relação à gestão de riscos de desastres decorrentes de enchentes ou inundações graduais, ou enxurradas ou inundações bruscas"
"existencia_de_medidas_adotadas_em_relacao_a_gestao_de_riscos_de_desastres_decorrentes_de_escorregamentos_ou_deslizamentos_de_encostas",1238,"Existência de medidas adotadas em relação à gestão de riscos de desastres decorrentes de escorregamentos ou deslizamentos de encostas"
"existencia_de_medidor_do_consumo_de_energia_eletrica",421,"Existência de medidor do consumo de energia elétrica"
"existencia_de_metas_no_plano_municipal_de_cultura",1534,"Existência de metas no Plano Municipal de Cultura"
"existencia_de_microcomputador_ou_tablet_no_domicilio",687,"Existência de microcomputador ou tablet no domicílio"
"existencia_de_microcomputador_acesso_a_internet_e_tipo_de_telefone",12228,"Existência de microcomputador, acesso à Internet e tipo de telefone"
"existencia_de_modelo_proprio_de_caderneta_ou_cartao_de_registro_de_vacina_fornecido_ao_usuario",1608,"Existência de modelo próprio de caderneta ou cartão de registro de vacina fornecido ao usuário"
"existencia_de_moradores_com_60_anos_ou_mais",1825,"Existência de moradores com 60 anos ou mais"
"existencia_de_moradores_menores_de_18_anos",1827,"Existência de moradores menores de 18 anos"
"existencia_de_moradores_menores_de_5_anos",1824,"Existência de moradores menores de 5 anos"
"existencia_de_orgao_publico_que_atue_na_assistencia_tecnica_e_ou_extensao_rural",1141,"Existência de órgão público que atue na assistência técnica e/ou extensão rural"
"existencia_de_pessoa_com_nivel_superior_na_familia",12512,"Existência de pessoa com nível superior na família"
"existencia_de_pessoas_desalojadas_ou_desabrigadas_no_ano_do_desastre_natural_de_maior_impacto_para_o_municipio",1212,"Existência de pessoas desalojadas ou desabrigadas no ano do desastre natural de maior impacto para o município"
"existencia_de_plano_de_carreira_para_o_magisterio",1494,"Existência de Plano de Carreira para o Magistério"
"existencia_de_plano_de_carreira_vigente_para_os_as_profissionais_da_educacao_nao_docentes",1498,"Existência de Plano de Carreira vigente para os(as) profissionais da educação não docentes"
"existencia_de_plano_de_gestao_integrada_de_residuos_solidos",1173,"Existência de Plano de Gestão Integrada de Resíduos Sólidos"
"existencia_de_plano_diretor",1480,"Existência de Plano Diretor"
"existencia_de_plano_municipal",1329,"Existência de Plano Municipal"
"existencia_de_plano_municipal_de_cultura",1529,"Existência de Plano Municipal de Cultura"
"existencia_de_politica_programa_ou_acoes_na_area_de_saude",1609,"Existência de política, programa ou ações na área de saúde"
"existencia_de_pontos_de_cultura",1548,"Existência de pontos de cultura"
"existencia_de_previsao_expressa_do_limite_de_2_3_dois_tercos_da_carga_horaria_para_o_desempenho_das_atividades_de_interacao_com_os_educandos_na_lei_do_plano",1496,"Existência de previsão expressa do limite de 2/3 (dois terços) da carga horária para o desempenho das atividades de interação com os educandos na lei do plano"
"existencia_de_problemas_no_domicilio",12197,"Existência de problemas no domicílio"
"existencia_de_programa_de_agentes_comunitarios_de_saude",1589,"Existência de Programa de Agentes Comunitários de Saúde"
"existencia_de_programa_de_planejamento_familiar_ou_reprodutivo",1610,"Existência de programa de Planejamento Familiar ou Reprodutivo"
"existencia_de_programa_de_saude_da_familia_com_ou_sem_atendimento_odontologico_basico_ou_de_estrutura_similar",1591,"Existência de Programa de Saúde da Família, com ou sem atendimento odontológico básico, ou de estrutura similar"
"existencia_de_programa_ou_acao_para_aquisicao_de_produtos_agropecuarios",1148,"Existência de programa ou ação para aquisição de produtos agropecuários"
"existencia_de_programa_ou_acao_para_disponibilizar_maquinario_aos_produtores_agropecuarios",1139,"Existência de programa ou ação para disponibilizar maquinário aos produtores agropecuários"
"existencia_de_programa_ou_acao_para_estimulo_as_atividade_agropecuarias",1334,"Existência de programa ou ação para estímulo às atividade agropecuárias"
"existencia_de_programa_ou_acao_para_vacinacao_de_rebanho",1150,"Existência de programa ou ação para vacinação de rebanho"
"existencia_de_programa_ou_acao_social_tipo_de_programa_e_area_de_atuacao",1144,"Existência de programa ou ação social, tipo de programa e área de atuação"
"existencia_de_programas_ambientais_implementados_em_parceria_com_o_governo_federal_e_tipo_de_programa",1174,"Existência de programas ambientais implementados em parceria com o Governo Federal e tipo de programa"
"existencia_de_programas_ou_acoes_na_area_de_saude_voltados_para_grupos_populacionais_especificos",1613,"Existência de programas ou ações na área de saúde voltados para grupos populacionais específicos"
"existencia_de_programas_ou_acoes_realizados_pela_prefeitura_nos_dois_anos_anteriores_ao_de_referencia_da_pesquisa",1075,"Existência de programas ou ações realizados pela prefeitura, nos dois anos anteriores ao de referência da pesquisa"
"existencia_de_projetos_no_orgao_gestor_da_educacao",1490,"Existência de projetos no órgão gestor da educação"
"existencia_de_promocao_ou_apoio_a_atividades_agropecuarias_e_desenvolvimento_de_programa_ou_acao_de_prevencao_contra_problemas_climaticos",1140,"Existência de promoção ou apoio a atividades agropecuárias e desenvolvimento de programa ou ação de prevenção contra problemas climáticos"
"existencia_de_racionamento_nos_ultimos_3_anos",1014,"Existência de racionamento nos últimos 3 anos"
"existencia_de_radio_no_domicilio",1710,"Existência de rádio no domicílio"
"existencia_de_recebimento_de_lixo_de_outro_municipio",12209,"Existência de recebimento de lixo de outro município"
"existencia_de_recursos_financeiros_proprios_para_a_area_de_meio_ambiente",1166,"Existência de recursos financeiros próprios para a área de meio ambiente"
"existencia_de_registro_das_vacinas_aplicadas_na_caderneta_de_saude_da_crianca_distribuida_pelo_ministerio_da_saude",1595,"Existência de registro das vacinas aplicadas na Caderneta de Saúde da Criança distribuída pelo Ministério da Saúde"
"existencia_de_rendimento",513,"Existência de rendimento"
"existencia_de_residencias_nas_unidades_de_destinacao_final_de_lixo",12212,"Existência de residências nas unidades de destinação final de lixo"
